SSC_CODE_2016,Suburb,Suburb (Original),Postcode,Suburb sqkm,Median Age (Persons),Median Mortgage Repayments (Monthly),Median Total Personal Income (Weekly),Median Rent (Weekly),Median Total Family Income (Weekly),Average Number of Persons per Bedroom,Median Total Household Income (Weekly),Average Household Size,People (0-14 year),People (15-24 year),People (25-34 year),People (35-44 year),People (45-54 year),People (55-64 year),People (65-74 year),People (75-84 year),People (85 and over year),Total Number of People,Unemployment Rate (%)
SSC51326,Secret Harbour,Secret Harbour,6173,6.5448,31,2167,825,400,2306,0.8,2238,3.3,3332,1751,1337,2017,1867,677,387,146,32,11546,8.1
SSC51327,Seppings,Seppings,6330,1.5363,36,1584,632,310,1292,0.7,1281,2.7,33,23,20,27,24,21,15,7,0,170,3.2
SSC51328,Serpentine,Serpentine (WA),6125,104.8459,44,2167,684,285,1789,0.8,1611,2.7,453,255,188,267,405,294,241,142,20,2265,7.3
SSC51329,Seville Grove,Seville Grove,6112,4.6015,29,1744,686,350,1621,0.8,1508,3,2697,1463,1919,1513,1130,742,389,169,64,10086,9.1
SSC51330,Shackleton,Shackleton,6386,534.7377,54,407,674,0,1875,0.6,880,2.2,14,6,7,9,20,22,7,11,5,101,0
SSC51331,Shadforth,Shadforth (WA),6333,45.1489,49,1733,618,280,1422,0.9,1232,2.5,134,31,32,91,122,112,120,27,5,674,6.7
SSC51332,Shannon,Shannon (WA),6262,671.2739,39,0,599,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0
SSC51333,Shark Bay,Shark Bay,6537,61.2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,Shelley,Shelley (WA),6148,2.1336,41,2167,736,380,2155,0.8,1804,2.7,813,670,442,550,684,558,429,221,66,4433,7.7
SSC51335,Shenton Park,Shenton Park,6008,3.3268,39,2900,998,420,2936,0.9,2196,2.5,902,485,549,607,589,561,455,237,117,4502,5.5
SSC51336,Sherlock,Sherlock (WA),6714,6050.8132,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,0
SSC51337,Shoalwater,Shoalwater (WA),6169,2.6134,46,1831,589,280,1608,0.7,1111,2.1,639,406,430,455,482,522,486,334,172,3926,10.7
SSC51338,Shotts,Shotts,6225,76.5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,Siesta Park,Siesta Park,6280,1.0779,52,0,880,0,1375,0.5,1187,2.3,13,8,9,13,8,14,14,7,0,86,0
SSC51340,Silver Sands,Silver Sands,6210,1.2388,45,1733,619,330,1494,0.7,1286,2.4,221,152,154,134,189,187,196,93,39,1365,10.2
SSC51341,Sinagra,Sinagra,6065,1.785,30,2167,883,420,2029,0.7,1950,2.9,658,298,598,395,284,175,107,41,9,2565,5.5
SSC51342,Sinclair,Sinclair,6450,2.1109,32,1517,609,260,1490,0.8,1357,2.7,217,141,88,102,101,81,66,30,6,832,4.8
SSC51343,Singleton,Singleton (WA),6175,3.6112,32,2061,757,375,2018,0.8,1853,3,972,487,463,541,535,302,196,90,19,3605,10
SSC51344,Sir Samuel,Sir Samuel,6437,3436.7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,Skeleton Rock,Skeleton Rock,6426,1024.3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,Smith Brook,Smith Brook,6258,34.8025,48,0,674,0,1843,0.5,1666,2.3,12,4,3,3,8,17,8,0,0,55,0
SSC51347,Solus,Solus,6207,216.3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,Somerville,Somerville (WA),6430,4.5567,33,2300,1148,290,2716,0.8,2373,2.8,1019,498,706,764,713,487,216,30,7,4440,5.5
SSC51349,Sorrento,Sorrento (WA),6020,3.5754,45,2400,851,500,2648,0.7,2241,2.7,1283,933,518,778,1131,1132,914,337,121,7147,6.1
SSC51350,South Bodallin,South Bodallin,6424,449.3404,56,0,1499,0,0,0,0,2,0,0,3,0,0,3,0,0,0,6,0
SSC51351,South Boulder,South Boulder,6432,7.8269,35,1400,784,250,1909,0.8,1601,2.4,258,170,219,223,191,189,105,23,11,1389,8.9
SSC51352,South Bunbury,South Bunbury,6230,6.439,43,1700,661,300,1657,0.7,1256,2.3,1460,817,978,1028,1044,1066,849,531,296,8069,7.3
SSC51353,South Burracoppin,South Burracoppin,6421,366.1791,38,0,866,0,1625,1,1024,3.1,10,3,0,11,0,0,6,0,0,30,0
SSC51354,South Carnarvon,South Carnarvon,6701,1.9458,39,1300,684,220,1525,0.8,1211,2.4,192,106,126,124,147,162,96,38,11,1002,8
SSC51355,South Datatine,South Datatine,6317,89.6333,26,0,850,0,2250,0,2250,0,10,0,3,3,3,0,0,0,0,19,0
SSC51356,South Doodlakine,South Doodlakine,6411,240.7035,53,2000,474,0,1125,0.7,900,2.1,3,0,3,3,9,10,8,3,4,43,0
SSC51357,South Fremantle,South Fremantle,6162,1.5275,45,2000,789,450,2203,0.8,1604,2.2,368,316,405,389,504,494,382,150,36,3044,7.4
SSC51358,South Glencoe,South Glencoe,6317,91.8184,35,0,699,0,1875,0,1875,2,5,3,0,4,7,0,0,0,0,19,0
SSC51359,South Greenough,South Greenough,6528,64.5046,52,1042,491,115,1125,0.9,850,2.3,15,8,9,12,13,15,20,9,0,101,7
SSC51360,South Guildford,South Guildford,6055,5.1805,35,2000,895,395,2141,0.7,1878,2.6,724,335,521,529,422,355,219,102,32,3239,6.8
SSC51361,South Hedland,South Hedland,6722,22.2565,30,2600,1228,210,2760,0.9,2419,2.8,2360,1140,2292,1677,1489,952,345,90,27,10372,6.1
SSC51362,South Kalgoorlie,South Kalgoorlie,6430,3.0679,32,1700,810,270,2186,0.8,1937,2.7,1168,593,822,714,556,535,243,134,52,4817,7.1
SSC51363,South Kukerin,South Kukerin,6352,229.0747,46,0,687,0,1374,1,1374,0,3,0,0,0,9,0,0,0,0,12,0
SSC51364,South Kumminin,South Kumminin,6368,920.8954,36,0,762,0,1375,0.6,1199,2.4,15,5,19,3,12,13,5,0,0,72,0
SSC51365,South Kununoppin,South Kununoppin,6489,239.0736,37,0,537,0,0,0,0,2,0,8,0,0,6,0,0,0,0,14,0
SSC51366,South Lake,South Lake,6164,3.2161,34,1733,701,360,1703,0.7,1514,2.6,1086,814,996,804,806,681,363,162,54,5766,9.9
SSC51367,South Lake Grace,South Lake Grace,6353,397.4157,47,0,1031,0,1024,0.6,1312,2,8,0,3,4,5,6,3,0,0,29,0
SSC51368,South Murchison,South Murchison,6635,11591.7524,28,0,268,50,724,1.3,1062,4.4,15,17,19,11,17,11,4,0,0,94,41.2
SSC51369,South Newdegate,South Newdegate,6355,586.9156,34,0,1292,0,2499,0.2,1875,4,6,0,5,4,3,3,0,0,0,21,0
SSC51370,South Perth,South Perth,6151,5.1768,39,2200,996,390,2554,0.8,1883,2.1,1496,1560,2197,1557,1563,1639,1200,485,247,11944,6.5
SSC51371,South Plantations,South Plantations,6701,9.0932,34,2647,702,100,1625,1.1,1550,3.2,53,16,38,24,26,28,15,10,3,213,0
SSC51372,South Quairading,South Quairading,6383,338.0316,50,0,1053,0,3083,0.7,2750,2.3,9,7,9,7,11,13,3,4,0,63,0
SSC51373,South Stirling,South Stirling,6324,148.0461,34,0,850,0,0,0.2,1375,1,5,0,6,0,3,0,0,0,0,14,0
SSC51374,South Tammin,South Tammin,6409,474.4707,36,990,771,60,1875,0.7,1791,2.9,20,8,12,13,17,3,5,6,0,84,0
SSC51375,South Trayning,South Trayning,6488,370.6095,50,0,754,150,1437,0.6,949,1.8,8,0,0,9,8,6,8,0,3,42,0
SSC51376,South Yelbeni,South Yelbeni,6487,235.9512,46,0,762,0,1437,0.7,1375,2,3,7,0,4,9,3,0,3,0,29,0
SSC51377,South Yilgarn,South Yilgarn,6426,737.1093,51,0,1958,0,3249,0.6,2250,2,0,0,0,3,6,0,4,0,0,13,0
SSC51378,South Yuna,South Yuna,6532,101.2796,39,0,949,0,2250,0.7,1375,2.6,5,0,5,9,3,3,0,0,0,25,0
SSC51379,South Yunderup,South Yunderup,6208,23.3699,46,2000,599,350,1418,0.7,1278,2.4,548,318,276,313,361,426,478,208,29,2957,10
SSC51380,Southampton,Southampton (WA),6253,126.3117,55,1250,769,0,1916,0.5,1781,2.1,14,4,3,11,8,17,17,3,3,80,0
SSC51381,Southern Brook,Southern Brook,6401,113.0101,41,1969,1062,200,2687,0.8,2374,2.8,19,7,11,3,15,17,3,0,0,75,0
SSC51382,Southern Cross,Southern Cross (WA),6426,555.1747,45,835,668,150,1930,0.7,1210,2.1,116,61,84,75,135,93,89,39,17,709,9.5
SSC51383,Southern River,Southern River,6110,13.2148,32,2214,823,450,2176,0.8,2115,3.2,2735,1303,1638,1845,1266,780,423,121,24,10135,6.9
SSC51384,Spalding,Spalding (WA),6530,4.4512,39,1300,489,220,1185,0.8,916,2.5,450,287,237,205,254,279,223,84,31,2050,16.2
SSC51385,Spearwood,Spearwood,6163,6.0959,41,1954,622,350,1596,0.8,1320,2.4,1567,1095,1403,1367,1211,1198,1037,678,319,9875,7.9
SSC51386,Spencer Park,Spencer Park,6330,2.212,46,1400,537,260,1303,0.7,944,2.2,578,389,330,357,394,386,409,329,233,3405,6.3
SSC51387,Spencers Brook,Spencers Brook,6401,53.2196,53,1175,679,210,1292,0.8,1083,1.9,7,9,6,3,18,20,15,3,0,81,11.6
SSC51388,Springfield,Springfield (WA),6525,14.6318,46,1733,575,0,1625,0.7,1312,2.6,50,25,15,31,55,38,13,9,7,243,8.7
SSC51389,Springs,Springs,6308,67.4506,32,0,762,0,0,0,1499,1,0,0,5,0,0,4,0,0,0,9,0
SSC51390,St George Ranges,St George Ranges,6728,32287.8531,25,0,319,75,704,1.2,845,3.8,409,221,215,163,113,79,32,8,3,1243,31.1
SSC51391,St James,St James (WA),6102,1.7959,32,2102,665,348,1921,0.8,1517,2.5,753,811,1124,696,542,397,237,145,102,4807,11.4
SSC51392,St Ronans,St Ronans,6302,98.9219,64,0,560,0,1374,0.7,1062,1.7,0,3,0,0,0,15,16,3,0,37,0
SSC51393,Stake Hill,Stake Hill,6181,9.052,40,2383,728,0,2349,0.8,2386,3.3,116,70,33,69,99,73,30,13,0,503,10.5
SSC51394,Stirling,Stirling (WA),6021,4.8489,40,2300,781,400,2261,0.7,1997,2.8,1724,1123,1261,1349,1341,1184,926,534,184,9626,6.5
SSC51395,Stirling Estate,Stirling Estate,6271,28.7141,39,2871,782,125,2050,0.8,1958,2.9,31,29,19,29,26,18,20,3,0,175,3.4
SSC51396,Stirling Range National Park,Stirling Range National Park,6338,1121.6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51397,Stoneville,Stoneville,6081,18.4191,43,2000,682,410,1946,0.8,1780,2.8,424,287,219,283,388,336,259,88,33,2317,7.2
SSC51398,Stove Hill,Stove Hill,6714,32.6361,43,0,2083,0,0,0,0,0,9,6,68,87,88,41,4,4,0,307,17.6
SSC51399,Strathalbyn,Strathalbyn (WA),6530,1.6848,38,2000,745,370,2057,0.8,1984,3.1,274,205,83,166,246,121,65,31,9,1200,5.7
SSC51400,Stratham,Stratham,6237,40.5299,44,2134,729,280,2089,0.8,1980,2.9,145,77,47,100,99,118,63,20,4,673,7.7
SSC51401,Stratherne,Stratherne,6309,45.6466,60,0,1375,0,0,1,1624,1.5,0,0,0,0,0,7,3,0,0,10,0
SSC51402,Stratton,Stratton,6056,2.588,32,1625,674,350,1489,0.8,1302,2.6,807,466,526,483,406,291,186,91,24,3280,10.2
SSC51403,Strelley,Strelley,6721,809.6347,26,0,242,0,0,0,0,0,15,6,16,10,3,3,0,0,0,53,0
SSC51404,Sturt Creek,Sturt Creek,6770,21197.9169,25,0,278,80,585,1.3,811,3.6,142,73,63,71,39,34,8,0,0,430,27.4
SSC51405,Subiaco,Subiaco,6008,3.1292,38,2400,1146,450,2888,0.9,2113,2.1,1508,934,1842,1410,1226,1128,996,481,172,9697,5.6
SSC51406,Success,Success,6164,6.0502,32,2100,852,420,2129,0.8,1941,2.9,2354,1277,1946,1740,1164,747,342,202,125,9897,7.6
SSC51407,Sunnyside,Sunnyside (WA),6256,78.1773,40,1953,624,150,2125,0.6,1624,3.2,18,9,0,9,12,6,7,0,0,61,0
SSC51408,Sunset Beach,Sunset Beach,6530,1.7921,36,1758,675,310,1697,0.7,1346,2.5,312,187,181,148,189,168,173,83,16,1457,7.5
SSC51409,Swan View,Swan View,6056,7.4383,42,1733,639,335,1616,0.7,1321,2.5,1324,946,992,900,1081,1052,856,415,166,7732,9.3
SSC51410,Swanbourne,Swanbourne,6010,5.2552,39,3090,1083,500,3564,0.8,2961,2.8,851,565,387,477,577,481,366,163,92,3959,3.9
SSC51411,Takalarup,Takalarup,6324,442.0753,42,1560,638,65,1593,0.7,1424,2.9,23,18,5,15,22,20,6,0,0,109,5.1
SSC51412,Talandji,Talandji,6710,5676.4326,41,0,3000,0,0,0,0,0,3,254,1971,1790,1739,949,76,0,0,6782,0.2
SSC51413,Talbot,Talbot (WA),6302,180.192,55,2500,671,100,1624,0.7,1281,2,17,0,6,11,15,20,22,3,0,94,0
SSC51414,Talbot West,Talbot West,6302,56.0864,56,0,349,0,1312,0.6,1312,2,3,0,3,3,0,8,3,0,0,20,37.5
SSC51415,Talgomine,Talgomine,6490,168.2484,52,0,724,0,1625,1,1625,3.5,3,3,0,3,3,6,0,0,0,18,0
SSC51416,Talisker,Talisker,6701,2876.1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51417,Tamala,Tamala,6532,1401.6516,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,0
SSC51418,Tamala Park,Tamala Park,6030,4.2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51419,Tambellup,Tambellup,6320,5.4124,36,726,475,150,1036,0.8,988,2.7,114,40,36,38,33,44,33,26,3,367,18.1
SSC51420,Tammin,Tammin,6409,0.7935,45,509,476,125,949,0.7,850,2,34,19,23,24,29,30,20,8,3,190,13.2
SSC51421,Tampu,Tampu,6472,576.4892,58,0,725,0,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0
SSC51422,Tanami,Tanami (WA),6770,57553.1444,31,0,239,49,472,1.1,487,3.4,91,69,86,68,47,31,14,14,3,423,17.5
SSC51423,Tandegin,Tandegin,6415,376.3408,53,0,1458,0,3249,0.5,2750,1.7,0,0,4,0,7,0,0,0,3,14,0
SSC51424,Tapping,Tapping,6065,3.4692,32,2200,832,450,2197,0.8,2108,3.2,2611,1186,1312,1641,1216,657,382,203,43,9251,6.9
SSC51425,Tarcoola Beach,Tarcoola Beach,6530,1.1776,42,1733,890,320,2244,0.7,1906,2.4,245,137,147,169,201,244,120,57,11,1331,6.4
SSC51426,Tardun,Tardun,6628,632.5737,48,0,575,0,762,0.5,725,2,9,0,6,5,13,5,0,0,0,38,0
SSC51427,Tarin Rock,Tarin Rock,6353,308.502,32,0,737,0,1874,0.8,1625,2.2,7,3,3,3,6,3,0,3,0,28,0
SSC51428,Teesdale,Teesdale (WA),6213,46.6455,47,0,675,0,1666,0.9,1375,2.7,16,11,11,12,15,15,15,11,0,106,5.5
SSC51429,Telfer,Telfer,6762,178407.81,35,0,1896,90,599,1.5,1062,4.7,87,91,412,332,289,145,32,3,0,1391,3.5
SSC51430,Tenindewa,Tenindewa,6632,723.4441,29,0,866,0,1437,0.9,1437,3.4,25,0,6,11,3,0,7,0,0,52,0
SSC51431,Tenterden,Tenterden (WA),6322,414.6848,53,993,518,120,1142,0.8,936,2.2,34,17,23,17,25,43,39,10,3,211,5.8
SSC51432,The Lakes,The Lakes,6556,30.3533,48,1639,675,0,2166,0.7,2062,2.8,5,7,5,0,18,7,6,4,0,52,9.8
SSC51433,The Plains,The Plains,6237,64.6914,45,1333,762,200,2833,0.5,1874,2.2,8,6,3,4,10,13,0,0,3,47,10.3
SSC51434,The Spectacles,The Spectacles,6167,4.5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51435,The Vines,The Vines,6069,6.3039,38,2500,909,475,2418,0.7,2323,3,1108,559,505,694,821,591,359,105,22,4764,6.8
SSC51436,Thomson Brook,Thomson Brook,6239,86.5329,47,1790,766,160,1674,0.9,1575,2.6,14,4,8,9,12,9,14,5,0,75,7.3
SSC51437,Thornlie,Thornlie,6108,11.591,37,1733,626,350,1628,0.8,1449,2.8,4474,2982,3301,3067,2941,2822,1984,938,268,22777,9.1
SSC51438,Three Springs,Three Springs,6519,1.0683,45,684,542,150,1286,0.7,1042,2.1,72,32,44,39,50,52,54,14,16,373,7.8
SSC51439,Throssell,Throssell,6401,107.7885,43,1813,814,235,1499,0.7,1625,2.2,22,4,3,10,7,11,3,8,0,68,0
SSC51440,Tibradden,Tibradden,6532,46.0498,58,0,349,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
SSC51441,Tincurrin,Tincurrin,6361,244.1891,46,0,612,25,1625,0.6,1375,2.1,5,3,6,6,8,3,3,0,0,34,0
SSC51442,Tingledale,Tingledale,6333,51.4789,49,0,522,0,1312,0.7,850,2.2,10,9,0,8,11,13,6,0,0,57,10
SSC51443,Tom Price,Tom Price,6751,73.7715,31,737,1614,46,2965,0.9,2490,2.8,880,243,653,649,411,318,131,28,3,3316,4.1
SSC51444,Tonebridge,Tonebridge,6244,247.4481,58,0,700,0,1375,0.6,1375,2,3,0,3,3,0,0,3,0,0,12,0
SSC51445,Toodyay,Toodyay,6566,61.6053,53,1356,490,280,1209,0.7,971,2.2,219,103,122,113,174,251,255,111,14,1362,9.9
SSC51446,Toolibin,Toolibin,6312,210.5305,51,0,612,0,899,0.6,900,2.5,4,0,0,3,8,3,4,0,0,22,0
SSC51447,Toolonga,Toolonga,6532,4141.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,Toompup,Toompup,6336,264.1643,45,0,1292,0,0,0,0,2,3,0,0,0,5,3,0,0,0,11,0
SSC51449,Torbay,Torbay,6330,102.3084,49,1800,663,150,1516,0.7,1386,2.6,47,28,34,41,47,56,36,16,8,313,2.2
SSC51450,Torndirrup,Torndirrup,6330,52.4448,34,1575,478,203,1874,0.7,1374,1.8,5,80,160,123,58,24,16,4,0,470,0
SSC51451,Townsendale,Townsendale,6311,83.809,31,0,0,0,0,0,0,1,3,0,3,0,0,0,3,0,0,9,0
SSC51452,Trafalgar,Trafalgar (WA),6431,11.9147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,Trayning,Trayning,6488,1.5798,49,486,450,79,725,0.7,662,2.1,24,8,14,10,23,21,26,13,3,142,6.1
SSC51454,Treeton,Treeton,6284,118.5104,38,2513,784,175,1708,0.7,1542,2.4,28,7,10,16,10,14,10,0,4,99,0
SSC51455,Trent,Trent,6333,377.1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,Trigg,Trigg,6029,2.3777,42,2650,988,495,2691,0.8,2230,2.7,508,331,284,342,408,317,256,147,65,2658,5.7
SSC51457,Trigwell,Trigwell,6244,162.9907,69,0,1406,0,0,0.4,1687,1.3,0,0,0,0,0,3,3,0,0,6,0
SSC51458,Tuart Hill,Tuart Hill,6060,2.152,35,1800,795,330,1781,0.8,1362,2,924,671,1844,1123,758,639,453,300,155,6867,7.8
SSC51459,Turkey Hill,Turkey Hill,6426,540.9221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51460,Tutunup,Tutunup,6280,41.5182,46,2000,604,135,1583,0.9,1416,2.5,14,5,4,8,13,9,7,3,0,63,0
SSC51461,Two Rocks,Two Rocks,6037,51.6257,39,2000,582,340,1509,0.7,1276,2.6,638,297,361,357,417,356,296,158,25,2905,11.4
SSC51462,Ucarty,Ucarty,6462,251.4638,33,0,675,0,1292,1.1,1125,3.4,22,0,8,5,4,8,3,0,0,50,0
SSC51463,Ucarty West,Ucarty West,6460,115.4931,34,0,899,0,1374,1,1374,3.1,11,0,3,11,0,3,0,0,0,28,0
SSC51464,Uduc,Uduc,6220,72.6813,39,2004,736,200,1875,0.9,1437,2.9,57,35,38,36,41,49,30,7,0,293,9.7
SSC51465,Ularring,Ularring,6436,26564.3501,0,0,0,0,0,0,0,0,0,0,10,7,4,0,0,0,0,21,0
SSC51466,Upper Capel,Upper Capel,6239,108.1534,45,1757,612,120,1812,0.8,1687,2.5,32,18,8,36,26,26,21,7,4,178,4.3
SSC51467,Upper Murray,Upper Murray,6390,105.1402,49,0,612,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0
SSC51468,Upper Swan,Upper Swan,6069,20.3659,48,1975,638,260,1517,0.7,1391,2.6,88,61,41,66,76,93,99,29,4,557,9.1
SSC51469,Upper Warren,Upper Warren,6258,95.4875,46,1820,612,0,1499,0.6,1125,2.4,11,0,8,7,7,12,10,5,0,60,14.3
SSC51470,Useless Loop,Useless Loop,6537,834.2359,32,0,1687,0,2208,0.9,2089,2.4,37,8,26,33,38,43,17,3,0,205,0
SSC51471,Usher,Usher,6230,3.852,36,1517,586,300,1361,0.8,1175,2.5,467,252,275,310,287,280,158,65,14,2108,9.2
SSC51472,Utakarra,Utakarra,6530,4.9347,31,1343,565,260,1237,0.8,1163,2.8,348,195,191,154,169,133,120,32,3,1345,14.9
SSC51473,Vancouver Peninsula,Vancouver Peninsula,6330,3.7355,37,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0
SSC51474,Varley,Varley,6355,711.8824,46,0,1208,170,1625,0.6,1375,1.8,10,0,5,5,0,7,3,0,0,30,0
SSC51475,Vasse,Vasse,6280,36.0685,34,1926,692,410,1740,0.8,1646,3,644,280,276,365,286,253,168,50,12,2334,4.7
SSC51476,Victoria Park,Victoria Park,6100,2.6193,33,2000,847,350,1980,0.9,1554,2.2,1096,1135,2420,1353,931,790,484,210,81,8500,8.7
SSC51477,Victoria Rock,Victoria Rock,6429,9407.6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51478,Victory Heights,Victory Heights (WA),6432,0.862,31,1733,926,250,2353,0.8,2090,2.8,205,139,128,120,130,97,27,10,0,856,6.4
SSC51479,Vittoria,Vittoria (WA),6230,7.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51480,Viveash,Viveash,6056,1.4908,39,1759,692,380,1690,0.7,1408,2.5,181,159,114,133,163,106,78,68,18,1020,7.6
SSC51481,Wadderin,Wadderin,6369,671.2914,50,0,1057,0,2250,0.8,2100,2.5,12,9,13,4,20,15,14,0,0,87,0
SSC51482,Waddington,Waddington,6509,163.2365,31,0,1149,0,2250,0.8,2250,2.6,11,0,9,3,6,0,0,0,0,29,0
SSC51483,Waddy Forest,Waddy Forest,6515,359.7001,45,0,1625,0,3874,0.6,3124,2.3,3,0,4,5,3,5,0,3,0,23,0
SSC51484,Waeel,Waeel,6407,250.9115,17,0,0,0,1874,0.6,1812,2.2,12,134,9,11,3,3,0,0,0,172,9.8
SSC51485,Wagerup,Wagerup,6215,155.1275,57,0,560,0,1124,0.5,900,2.2,4,0,0,3,4,5,3,10,0,29,14.3
SSC51486,Waggrakine,Waggrakine,6530,31.1912,34,1707,679,300,1647,0.8,1429,2.7,573,290,344,278,335,240,177,75,16,2328,8.6
SSC51487,Wagin,Wagin,6315,251.4862,51,1000,498,174,1194,0.7,892,2.1,230,133,102,142,207,230,206,120,58,1428,7.1
SSC51488,Waikiki,Waikiki,6169,10.241,36,1749,637,345,1711,0.7,1516,2.7,2661,1603,1519,1538,1774,1418,883,443,175,12014,10
SSC51489,Walebing,Walebing,6510,285.5036,46,1481,916,0,2124,0.7,1375,2.1,11,0,3,6,15,6,3,5,0,49,0
SSC51490,Walgoolan,Walgoolan,6422,528.0006,30,0,1125,0,2416,1,2250,2.6,14,3,13,4,9,4,3,3,0,53,0
SSC51491,Walkaway,Walkaway,6528,113.1103,44,1625,602,260,1354,0.8,1176,2.5,50,28,20,29,39,52,19,18,4,259,6.8
SSC51492,Wallareenya,Wallareenya,6721,608.7621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51493,Wallaroo,Wallaroo (WA),6429,4993.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51494,Walliston,Walliston,6076,3.8415,42,1907,620,360,1674,0.7,1511,2.7,166,112,84,98,137,122,91,52,15,877,5.4
SSC51495,Walmsley,Walmsley,6330,10.557,38,0,575,400,1125,1,1375,2.8,11,3,6,3,3,11,10,0,0,47,0
SSC51496,Walpole,Walpole,6398,49.4803,57,1092,477,198,1104,0.7,861,2,49,15,30,36,75,89,81,62,7,444,7.2
SSC51497,Walsall,Walsall,6280,22.4989,43,1421,509,185,1312,0.9,1218,2.5,14,12,11,15,10,14,9,0,0,85,5.2
SSC51498,Walyormouring,Walyormouring,6460,245.6028,40,0,941,0,2499,0.6,1874,2.6,13,0,3,7,3,7,3,4,0,40,0
SSC51499,Walyunga National Park,Walyunga National Park,6084,17.9495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51500,Walyurin,Walyurin,6363,408.9738,32,0,900,0,1999,0.8,1999,3,7,3,3,0,4,0,3,0,0,20,0
SSC51501,Wamenusking,Wamenusking,6383,232.0687,27,0,900,0,3125,1,1375,2,12,0,10,3,3,5,0,0,0,33,0
SSC51502,Wandana,Wandana (WA),6532,849.3339,38,0,749,0,0,0,0,4,3,0,0,3,0,0,0,0,0,6,0
SSC51503,Wandering,Wandering,6308,330.5387,47,1625,758,41,1829,0.7,1607,2.4,51,14,21,41,58,40,36,15,3,279,4.9
SSC51504,Wandi,Wandi,6167,12.4227,30,2383,1012,400,2228,0.7,2113,2.8,599,350,749,395,254,248,134,36,8,2773,5.9
SSC51505,Wandillup,Wandillup,6256,136.6078,53,1240,612,0,1312,0.6,1312,2,11,9,3,5,13,8,11,3,0,63,0
SSC51506,Wandina,Wandina,6530,3.212,31,2000,873,332,2159,0.8,2043,3,1134,577,554,617,508,337,211,86,18,4042,5.6
SSC51507,Wanerie,Wanerie,6503,119.9216,57,1233,506,168,1292,0.7,1312,2.4,15,10,5,6,26,27,29,14,0,132,4.8
SSC51508,Wangara,Wangara,6065,5.6216,53,0,774,380,1437,0.4,949,1.3,3,0,3,0,3,12,4,0,0,25,10.3
SSC51509,Wannamal,Wannamal,6505,281.5417,51,1975,682,180,1562,0.7,1166,2.3,11,8,13,12,22,20,16,10,0,112,4.1
SSC51510,Wannanup,Wannanup,6210,3.1448,44,2101,613,380,1699,0.7,1448,2.5,669,360,322,414,449,472,475,168,38,3367,8.8
SSC51511,Wanneroo,Wanneroo,6065,20.4938,39,1950,651,360,1715,0.7,1437,2.6,2103,1454,1652,1429,1476,1424,1229,605,339,11711,8.6
SSC51512,Wansbrough,Wansbrough,6320,360.5922,48,0,674,0,1875,0.8,1624,2.3,5,3,5,0,15,3,0,0,0,31,0
SSC51513,Warawarrup,Warawarrup,6220,13.3509,51,1571,669,100,1625,0.7,1343,2.6,17,13,11,6,24,32,19,5,3,130,0
SSC51514,Warburton,Warburton (WA),6431,2793.6572,28,0,327,55,707,1.3,1212,3.8,125,130,115,81,63,57,20,8,0,599,30.1
SSC51515,Wardering,Wardering,6311,78.871,48,0,479,0,1125,0.6,1124,2,3,3,0,6,4,5,3,3,0,27,0
SSC51516,Warding East,Warding East,6405,212.4446,29,2320,875,125,2250,0.7,2049,2.2,17,3,13,3,0,7,5,0,0,48,0
SSC51517,Warmun,Warmun,6743,20.2624,26,0,270,75,669,1.3,1097,3.8,89,67,71,42,40,27,16,0,0,352,22.9
